Manufacturer,Model #,Form Factor,Wattage,0.1,0.2,0.5,1,Rating,Date Certified
Draxen Brasil,DN600,ATX12V,600,0.7518,0.8221,0.854,0.8215,Bronze,05/08/2020
Draxen Brasil,DN400,ATX12V,400,0.7419,0.8146,0.8512,0.8125,Standard,05/08/2020
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-V600,ATX12V,600,0.8767,0.913,0.9273,0.9141,Platinum,04/08/2020
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-V700,ATX12V,700,0.8833,0.9088,0.9263,0.9109,Platinum,04/08/2020
"Sea Sonic Electronics Co., Ltd.",SSR-750FA2,ATX12V,750,0.8656,0.9065,0.9113,0.8807,Gold,03/08/2020
"Sea Sonic Electronics Co., Ltd.",SSR-850FB,"ATX12V, EPS12V",850,0.8921,0.9211,0.9234,0.8955,Platinum,30/07/2020
"Sea Sonic Electronics Co., Ltd.",SSR-650FA2,ATX12V,650,0.8541,0.8998,0.9131,0.8895,Gold,30/07/2020
FSP Technology Inc.,FSP650-50SG,ATX12V,650,0.8348,0.8855,0.9045,0.8826,Gold,29/07/2020
FSP Technology Inc.,FSP500-50UG,ATX12V,500,0.7776,0.8573,0.8914,0.8701,Silver,28/07/2020
FSP Technology Inc.,FSP400-50EGN,ATX12V,500,0.8469,0.8911,0.9072,0.8892,Gold,28/07/2020
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS800ELG(90+),EPS12V,800,0.8486,0.8959,0.9105,0.8876,Gold,24/07/2020
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS850ELG(90+),EPS12V,850,0.8594,0.9021,0.9133,0.8831,Gold,24/07/2020
EZMAX Electronic Limited,EZ-8828C-300W,TFX,300,0.7652,0.8411,0.8735,0.8523,Bronze,24/07/2020
Revko technology S.A de C.V,BR-931199,ATX12V,850,0.8822,0.9093,0.9128,0.8886,Gold,23/07/2020
Revko technology S.A de C.V,BR-931175,ATX12V,650,0.8465,0.8785,0.8788,0.8429,Bronze,23/07/2020
Revko technology S.A de C.V,BR-931182,ATX12V,750,0.8695,0.8983,0.9009,0.8773,Gold,23/07/2020
Revko technology S.A de C.V,BR-931168,ATX12V,500,0.8091,0.8509,0.8611,0.8293,Bronze,22/07/2020
Revko technology S.A de C.V,BR-931151,ATX12V,450,0.7965,0.8453,0.8592,0.8302,Bronze,22/07/2020
CE LINK LIMITED,PCFB-0850H-FA,ATX12V,850,0.8522,0.888,0.8921,0.8518,Silver,21/07/2020
CE LINK LIMITED,PCFB-0650H-FA,ATX12V,650,0.8114,0.8652,0.8801,0.8512,Silver,21/07/2020
CE LINK LIMITED,PCFB-0750H-FA,ATX12V,750,0.8483,0.8875,0.8901,0.8502,Silver,21/07/2020
Super Flower,SF-850F14TG,"ATX12V, EPS12V",850,0.8522,0.8986,0.9177,0.8984,Gold,20/07/2020
Super Flower,SF-1000F14TG,"ATX12V, EPS12V",1000,0.8373,0.8924,0.9151,0.8994,Gold,20/07/2020
Super Flower,SF-650F14TG,"ATX12V, EPS12V",650,0.8437,0.8896,0.9139,0.9015,Gold,20/07/2020
Super Flower,SF-750F14TG,"ATX12V, EPS12V",750,0.8485,0.8932,0.9117,0.8956,Gold,20/07/2020
In Win,P75,"ATX12V, EPS12V, PS2",750,0.8727,0.9089,0.9167,0.8893,Gold,17/07/2020
In Win,P85,"ATX12V, EPS12V, PS2",850,0.8772,0.9142,0.9182,0.8896,Gold,17/07/2020
In Win,P65,"ATX12V, EPS12V, PS2",650,0.8578,0.9013,0.9143,0.8872,Gold,17/07/2020
ASUS,TUF-450B-GAMING,ATX12V,450,0.8338,0.8733,0.875,0.8442,Bronze,17/07/2020
ASUS,TUF-550B-GAMING,ATX12V,550,0.9359,0.8761,0.8786,0.844,Bronze,17/07/2020
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",TUF-550B-GAMING,ATX12V,550,0.8359,0.8761,0.8786,0.844,Bronze,16/07/2020
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",TUF-450B-GAMING,ATX12V,450,0.8338,0.8733,0.875,0.8442,Bronze,16/07/2020
Segotep,SG-650G-SFX,SFX,650,0.8577,0.8972,0.9058,0.8747,Gold,15/07/2020
"Dtech Accessories Co., Ltd.",PW072A,ATX12V,850,0.8518,0.898,0.9142,0.8931,Gold,15/07/2020
Nexight Inc.,GX650,"ATX12V, EPS12V",650,0.8841,0.9135,0.9165,0.8823,Gold,15/07/2020
Segotep,SG-550G-SFX,SFX,550,0.8399,0.8842,0.9103,0.8909,Gold,14/07/2020
Thermaltake,SP-750AH3CCB-B SMART BM2 750W,ATX12V,750,0.8481,0.8879,0.8921,0.8442,Bronze,09/07/2020
Thermaltake,SP-550AH3CCB-B SMART BM2 550W,ATX12V,550,0.8382,0.8743,0.8642,0.8351,Bronze,08/07/2020
Thermaltake,SP-650AH3CCB-B SMART BM2 650W,ATX12V,650,0.8403,0.8772,0.8795,0.8345,Bronze,08/07/2020
Thermaltake,SP-450AH3CCB-B SMART BM2 450W,ATX12V,450,0.8002,0.8493,0.8671,0.8305,Bronze,07/07/2020
GAMEMAX,GX-750,ATX12V,750,0.8394,0.8892,0.9122,0.8853,Gold,29/06/2020
GAMEMAX,RGB-750,ATX12V,750,0.8394,0.8892,0.9122,0.8853,Gold,29/06/2020
e2e4,G500,ATX12V,500,0.8151,0.8747,0.9054,0.8976,Gold,29/06/2020
Enermax Technology Corporation,EMB750EWT,EPS12V,750,0.85,0.885,0.8879,0.8381,Bronze,26/06/2020
Enermax Technology Corporation,EMB550AWT,ATX12V,550,0.8406,0.8774,0.8847,0.8371,Bronze,26/06/2020
Enermax Technology Corporation,EMB650AWT,ATX12V,650,0.8439,0.8835,0.8864,0.8359,Bronze,26/06/2020
ASUS,ROG-STRIX-1000G,"ATX12V, EPS12V",1000,0.8962,0.9235,0.921,0.8934,Platinum,26/06/2020
Cougar,GEX850,ATX12V,850,0.8755,0.9058,0.9053,0.8745,Gold,24/06/2020
In Win,IP-P500NQ3-2,ATX12V,500,0.8591,0.9012,0.9114,0.8835,Gold,24/06/2020
In Win,IP-P240LF7-2,TFX,240,0.8368,0.8881,0.9097,0.8857,Gold,24/06/2020
In Win,IP-P300NQ3-2,ATX12V,300,0.8496,0.8959,0.9134,0.8893,Gold,24/06/2020
Antec,X7000A285JC-20,"ATX12V, EPS12V",650,0.8682,0.9035,0.9136,0.8853,Gold,18/06/2020
Antec,X7000A287JC-20,"ATX12V, EPS12V",750,0.8838,0.9144,0.9156,0.8868,Gold,18/06/2020
Antec,X7000A283JC-20,"ATX12V, EPS12V",550,0.8602,0.9049,0.9141,0.888,Gold,17/06/2020
HuntKey,HK550-11PP,ATX12V,450,0.8363,0.8839,0.8987,0.8704,Silver,17/06/2020
GAMEMAX,Flex-180,Flex ATX,180,0.7515,0.8127,0.8469,0.8318,Standard,16/06/2020
Corsair,RPS0135 (CP-9020218) (CX750F RGB),ATX12V,750,0.8413,0.8849,0.8946,0.8543,Silver,16/06/2020
Corsair,RPS0135 (CP-9020227) (CX750F RGB White),ATX12V,750,0.8413,0.8849,0.8946,0.8543,Silver,16/06/2020
Corsair,RPS0134 (CP-9020226) (CX650F RGB White),ATX12V,650,0.8388,0.883,0.8957,0.8599,Silver,15/06/2020
Corsair,RPS0134 (CP-9020217) (CX650F RGB),ATX12V,650,0.8388,0.883,0.8957,0.8599,Silver,15/06/2020
Corsair,RPS0133 (CP-9020225) (CX550F RGB White),ATX12V,550,0.8486,0.8884,0.896,0.856,Silver,12/06/2020
Corsair,RPS0133 (CP-9020216) (CX550F RGB),ATX12V,550,0.8486,0.8884,0.896,0.856,Silver,12/06/2020
"Delta Electronics, Inc.",DPS-250AB-115 A,2U,250,0.8629,0.909,0.9308,0.9243,Platinum,12/06/2020
"HP, Inc.",D19-675P1A,1U,675,0.8492,0.9017,0.905,0.8863,Gold,11/06/2020
CFD Sales Inc.,KRPW-BR650W/85+,"ATX12V, EPS12V",650,0.8194,0.8657,0.8731,0.8391,Bronze,10/06/2020
CFD Sales Inc.,KRPW-BR550W/85+,"ATX12V, EPS12V",550,0.7872,0.8484,0.8697,0.8411,Bronze,09/06/2020
FSP Technology Inc.,FSP750-50SG,"ATX12V, SFX",750,0.8365,0.8941,0.9091,0.8819,Gold,04/06/2020
"HP, Inc.",DPS-180AB-27 B,SFF,180,0.8685,0.9107,0.9243,0.9053,Platinum,04/06/2020
"Tecnomall Technology Co., Ltd.",EP-650B-RGB,ATX12V,650,0.8087,0.8571,0.8717,0.8486,Bronze,03/06/2020
"Tecnomall Technology Co., Ltd.",EP-550B-RGB,ATX12V,550,0.7882,0.8458,0.8711,0.8527,Bronze,03/06/2020
"Tecnomall Technology Co., Ltd.",EP-450B-RGB,ATX12V,450,0.7666,0.8267,0.8639,0.8568,Bronze,03/06/2020
Gigabyte,GP-P750GM,ATX12V,750,0.8806,0.9085,0.9141,0.8814,Gold,01/06/2020
SAMA,ETX-650-2,ATX12V,650,0.854,0.9,0.9016,0.8775,Gold,27/05/2020
Chieftronic,GPX-550FC,ATX12V,550,0.8482,0.8877,0.9041,0.881,Gold,26/05/2020
Montech,CENTURY550,ATX12V,550,0.8482,0.8877,0.9041,0.881,Gold,26/05/2020
"Andyson International Co., Ltd.",X7000A705A-19,"ATX12V, EPS12V",750,0.8739,0.9093,0.9145,0.8871,Gold,26/05/2020
"Andyson International Co., Ltd.",X7000A703A-19,"ATX12V, EPS12V",650,0.855,0.9006,0.9063,0.8859,Gold,26/05/2020
Channel Well Technology Co.,GPX550S,ATX12V,550,0.8482,0.8877,0.9041,0.881,Gold,26/05/2020
Corsair,RPS0031 (CP-9020223) (VS500),ATX12V,500,0.7986,0.8495,0.8651,0.8322,Bronze,22/05/2020
PCCOOLER,GI-BR700,ATX12V,700,0.8425,0.8769,0.8794,0.8341,Bronze,21/05/2020
PCCOOLER,GI-BR500,ATX12V,500,0.8212,0.8611,0.8724,0.835,Bronze,21/05/2020
PCCOOLER,GI-BR600,ATX12V,600,0.8312,0.8697,0.8752,0.8354,Bronze,21/05/2020
Corsair,RPS0038 (CP-9020224) (VS600),ATX12V,600,0.806,0.8519,0.8638,0.8252,Bronze,20/05/2020
EVGA,710 BP,ATX12V,710,0.81,0.8582,0.8733,0.8389,Bronze,19/05/2020
EVGA,600 BV,ATX12V,600,0.7952,0.8489,0.8693,0.8374,Bronze,18/05/2020
EVGA,460 BP,ATX12V,460,0.7987,0.8482,0.8662,0.832,Bronze,18/05/2020
EVGA,610 BP,ATX12V,610,0.8038,0.8577,0.8766,0.8455,Bronze,18/05/2020
EVGA,510 BP,ATX12V,510,0.8125,0.8606,0.8727,0.8376,Bronze,18/05/2020
"Daten Technologia, Ltd.",DEF120GBR,Custom,120,0.8182,0.8828,0.913,0.9049,Gold,13/05/2020
Zippy Technology Corp.,MHG2-5300G,PS2,300,0.8115,0.8758,0.9054,0.8955,Gold,12/05/2020
Fujitsu,S26113-E648-V70-**,Custom,150,0.8697,0.8969,0.9176,0.8993,Gold,11/05/2020
"Delta Electronics, Inc.",DPS-650AB-38,ATX12V,650,0.8759,0.9111,0.9146,0.8861,Gold,11/05/2020
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS750ELG(90+),EPS12V,750,0.8404,0.892,0.9114,0.888,Gold,07/05/2020
Positivo Tecnologia S.A.,PI-F230B-S(01),FLEX ATX,230,0.7823,0.8415,0.8627,0.847,Bronze,29/04/2020
Gigabyte,GP-P550B,ATX12V,550,0.7951,0.8498,0.863,0.8321,Bronze,29/04/2020
GAMEMAX,GF-230,FLEX ATX,230,0.7823,0.8415,0.8627,0.847,Bronze,29/04/2020
Gigabyte,GP-P450B,ATX12V,450,0.7784,0.8381,0.8577,0.8338,Bronze,28/04/2020
EVGA,500 W3,ATX12V,500,0.7656,0.822,0.8447,0.8203,Standard,28/04/2020
EVGA,600 W3,ATX12V,600,0.792,0.8367,0.8503,0.8168,Standard,28/04/2020
EVGA,450 W3,ATX12V,450,0.7607,0.8194,0.8469,0.8215,Standard,28/04/2020
FSP Technology Inc.,FSP750-50ABA,"ATX12V, EPS12V, PS2",750,0.849,0.8908,0.9061,0.876,Gold,20/04/2020
"HP, Inc.",PA-1281-1,Custom,280,0.8963,0.926,0.9343,0.9204,Platinum,20/04/2020
"HP, Inc.",PA-1211-1,Custom,210,0.882,0.9212,0.9367,0.9259,Platinum,17/04/2020
Channel Well Technology Co.,CST1200L-P,ATX12V,1200,0.876,0.9134,0.9236,0.9,Platinum,17/04/2020
Chieftronic,GPX-650FC,ATX12V,650,0.8606,0.8976,0.9041,0.8764,Gold,16/04/2020
Montech,CENTURY650,ATX12V,650,0.8606,0.8976,0.9041,0.8764,Gold,15/04/2020
GAMEMAX,RGB-750A,ATX12V,750,0.8769,0.9096,0.9238,0.8908,Platinum,15/04/2020
"Beijing Deepcool Industries Co., Ltd.",DQ650-M-V2L,ATX12V,650,0.8606,0.8976,0.9041,0.8764,Gold,15/04/2020
Channel Well Technology Co.,GPX650S,ATX12V,650,0.8606,0.8976,0.9041,0.8764,Gold,15/04/2020
"Dongguan Golden Field Industrial Co., Ltd(DG)",950ALG,EPS12V,850,0.8679,0.9128,0.9211,0.8955,Platinum,13/04/2020
"Dongguan Golden Field Industrial Co., Ltd(DG)",900ALG,EPS12V,800,0.8729,0.9098,0.9222,0.8952,Platinum,13/04/2020
"Dongguan Golden Field Industrial Co., Ltd(DG)",800ALG,EPS12V,700,0.8617,0.9082,0.9225,0.9011,Platinum,10/04/2020
"Dongguan Golden Field Industrial Co., Ltd(DG)",850ALG,EPS12V,750,0.8618,0.9076,0.9206,0.9009,Platinum,10/04/2020
UNYKA TECHNOLOGY (H.K.) Ltd.,52500,ATX12V,500,0.7782,0.8397,0.8611,0.8347,Bronze,09/04/2020
FSP Technology Inc.,FSP300-10TAA,"ATX12V, PS2",300,0.8202,0.8735,0.8976,0.8536,Silver,08/04/2020
"Daten Technologia, Ltd.",DTD200GBR v2,Custom,180,0.8268,0.8846,0.9131,0.8968,Gold,08/04/2020
AcBel Polytech Inc.,API-5551A-SERIES,ATX12V,550,0.844,0.8898,0.9093,0.8937,Gold,07/04/2020
HuntKey,HK850-51PP,ATX12V,750,0.8602,0.9069,0.9126,0.8829,Gold,07/04/2020
Cooler Master,MPE-8501-AFAAG,ATX12V,850,0.8741,0.9077,0.9109,0.8828,Gold,18/03/2020
Cooler Master,MPE-7501-AFAAG,ATX12V,750,0.863,0.9033,0.91,0.8831,Gold,18/03/2020
Cooler Master,MPE-6501-AFAAG,ATX12V,650,0.8576,0.9006,0.9087,0.8839,Gold,18/03/2020
Cooler Master,MPE-5501-AFAAG,ATX12V,550,0.8505,0.8923,0.9066,0.8821,Gold,17/03/2020
Cooler Master,MPE-7501-ACAAG,ATX12V,750,0.8603,0.902,0.9114,0.8899,Gold,17/03/2020
Cooler Master,MPE-8501-ACAAG,ATX12V,850,0.8728,0.911,0.9177,0.8967,Gold,17/03/2020
Cooler Master,MPE-5501-ACAAG,ATX12V\,550,0.848,0.8894,0.9076,0.8906,Gold,16/03/2020
Cooler Master,MPE-6501-ACAAG,ATX12V,650,0.8565,0.9006,0.9118,0.8919,Gold,16/03/2020
"HP, Inc.",APK004,Custom,210,0.8834,0.9073,0.9313,0.9203,Platinum,16/03/2020
SilverStone Technology Inc.,SST-ET700-MG,"ATX12v, PS2",700,0.8742,0.9037,0.9076,0.8789,Gold,11/03/2020
EVGA,700 BQ,ATX12V,700,0.8271,0.87,0.8795,0.8428,Bronze,11/03/2020
"Jiuzhouyangguang Power Supply(Shenzhen)CO., LTD",TFX01-300W,TFX,300,0.7961,0.8573,0.8816,0.8514,Silver,10/03/2020
Channel Well Technology Co.,CSB750S-AM,ATX12V,750,0.8481,0.8872,0.8903,0.8423,Bronze,09/03/2020
QUBE,QBC-CSB-750W-80B,ATX12V,750,0.8484,0.8835,0.8853,0.8333,Bronze,09/03/2020
Channel Well Technology Co.,CSB750V,ATX12V,750,0.8484,0.8835,0.8853,0.8333,Bronze,09/03/2020
ADATA,PYLON 750 BRONZE,ATX12V,750,0.8481,0.8872,0.8903,0.8423,Bronze,09/03/2020
ADATA,PYLON 650 BRONZE,ATX12V,650,0.8474,0.8783,0.881,0.8372,Bronze,26/02/2020
ADATA,PYLON 450 BRONZE,ATX12V,450,0.7788,0.8401,0.8613,0.831,Bronze,25/02/2020
ADATA,PYLON 550 BRONZE,ATX12V,550,0.8282,0.8686,0.8735,0.8333,Bronze,25/02/2020
Zippy Technology Corp.,MHG2-5400G,PS2,400,0.8272,0.8844,0.9127,0.9056,Gold,24/02/2020
Zippy Technology Corp.,MHG2-5500G,PS2,500,0.8442,0.8886,0.9129,0.8968,Gold,24/02/2020
"HP, Inc.",PA-3451-1HA,Custom,450,0.8999,0.9253,0.921,0.8891,Gold,19/02/2020
FSP Technology Inc.,FSP930-20REB,ATX12V,930,0.8693,0.8966,0.9062,0.8887,Gold,18/02/2020
"HP, Inc.",PA-5551-1HA,Custom,550,0.9022,0.9262,0.9263,0.9017,Platinum,18/02/2020
Fujitsu,S26113-E643-V50-01,Custom,250,0.8628,0.8962,0.9101,0.8845,Gold,17/02/2020
Sharkoon Technologies,SHP Bronze 600W,ATX12V,600,0.7882,0.8396,0.8586,0.8315,Bronze,17/02/2020
Sharkoon Technologies,SHP Bronze 500W,ATX12V,500,0.7612,0.8294,0.8554,0.8371,Bronze,17/02/2020
"HP, Inc.",PA-2251-5HK-HPF,SFF,260,0.9015,0.9285,0.9261,0.902,Platinum,11/02/2020
Fujitsu,S26113-E642-V21,Custom,280,0.8716,0.9141,0.9293,0.9103,Platinum,03/02/2020
Fujitsu,S26113-E642-V20,Custom,280,0.8806,0.9187,0.9307,0.91,Platinum,03/02/2020
ASUS,ROG-STRIX-850G,ATX12V,850,0.8784,0.9159,0.9245,0.8971,Platinum,31/01/2020
ASUS,ROG-STRIX-850W-WHITE,ATX12V,850,0.8784,0.9159,0.9245,0.8971,Platinum,31/01/2020
"HP, Inc.",PCK026,Custom,550,0.8967,0.9269,0.9293,0.904,Platinum,31/01/2020
"HP, Inc.",PCK018,Custom,260,0.8873,0.9183,0.9259,0.9025,Platinum,31/01/2020
"HP, Inc.",PCK002,Custom,350,0.8994,0.9243,0.9233,0.8998,Platinum,31/01/2020
Nexight Inc.,GX550 Fully Module,"ATX12V, EPS12V",550,0.8655,0.8996,0.9026,0.8748,Gold,30/01/2020
Enhance Electronics,ENP-7525,ATX12V,250,0.7829,0.838,0.8571,0.8438,Bronze,30/01/2020
Enhance Electronics,ENP-8240,ATX12V,400,0.8117,0.8632,0.878,0.842,Bronze,30/01/2020
Enhance Electronics,ATX-1512,EPS12V,1200,0.875,0.9147,0.9192,0.8838,Gold,30/01/2020
PCCOOLER,GI-K700,EPS12V,700,0.8273,0.8844,0.9086,0.8905,Gold,29/01/2020
PCCOOLER,GI-K500,EPS12V,500,0.8093,0.876,0.9076,0.8984,Gold,29/01/2020
PCCOOLER,GI-K800,EPS12V,800,0.8283,0.8845,0.9059,0.8888,Gold,29/01/2020
PCCOOLER,GI-K600,EPS12V,600,0.8186,0.8794,0.9065,0.8937,Gold,29/01/2020
Cooler Master,GI-K600,EPS12V,600,0.8186,0.8794,0.9065,0.8937,Gold,29/01/2020
Cooler Master,GI-K700,EPS12V,700,0.8273,0.8844,0.9086,0.8905,Gold,29/01/2020
Cooler Master,GI-K500,EPS12V,500,0.8093,0.876,0.9076,0.8984,Gold,29/01/2020
Cooler Master,GI-K800,EPS12V,800,0.8283,0.8845,0.9059,0.8888,Gold,29/01/2020
Cooler Master,MPY-6501-AFAABV,ATX12V,650,0.8275,0.8713,0.892,0.8639,Silver,27/01/2020
Cooler Master,MPY-7502-AFAABV,ATX12V,750,0.8297,0.8743,0.8891,0.8556,Silver,27/01/2020
Cooler Master,MPY-6502-AFAABV,ATX12V,650,0.834,0.8772,0.8886,0.8584,Silver,27/01/2020
Cooler Master,MPY-7501-AFAABV,ATX12V,750,0.8374,0.8808,0.891,0.8546,Silver,27/01/2020
Cooler Master,MPY-8501-SFHAGV,ATX12V,850,0.8794,0.9116,0.9222,0.8959,Platinum,24/01/2020
Cooler Master,MPY-5501-AFAABV,ATX12V,550,0.8051,0.8573,0.8823,0.8543,Bronze,24/01/2020
Cooler Master,MPY-5502-AFAABV,ATX12V,550,0.8024,0.8546,0.8869,0.8661,Silver,24/01/2020
Cooler Master,MPY-7501-SFHAGV,ATX12V,750,0.8735,0.9053,0.9171,0.8946,Gold,23/01/2020
Cooler Master,MPY-6501-SFHAGV,ATX12V,650,0.862,0.8974,0.915,0.8963,Gold,23/01/2020
Cooler Master,MPY-5501-SFHAGV,ATX12V,550,0.8444,0.8851,0.9125,0.8997,Gold,23/01/2020
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",C700,ATX12V,700,0.8577,0.8889,0.8978,0.8578,Silver,23/01/2020
"Sea Sonic Electronics Co., Ltd.",SSR-850FM,"ATX12V, EPS12V",850,0.8705,0.9075,0.9148,0.8863,Gold,23/01/2020
CFD Sales Inc.,KRPW-TX300W/90+,TFX,300,0.8518,0.8988,0.9083,0.8799,Gold,23/01/2020
Be Quiet,P12-PRO-1200W,ATX12V,1200,0.9144,0.9407,0.9428,0.9138,Titanium,22/01/2020
"HP, Inc.",pck015,SFF,210,0.8877,0.9099,0.9272,0.9003,Platinum,22/01/2020
In Win,IP-AD200C7-2,"FLEX ATX, Custom",20,0.8491,0.8983,0.9126,0.8916,Gold,22/01/2020
Dell,L300EBM-00,ATX12V,300,0.8023,0.8593,0.8682,0.8407,Bronze,22/01/2020
AcBel Polytech Inc.,API-5751A-SERIES,ATX12V,750,0.8652,0.9013,0.9142,0.8896,Gold,20/01/2020
AcBel Polytech Inc.,API-5551B-SERIES,ATX12V,550,0.7697,0.8348,0.8652,0.8511,Bronze,20/01/2020
AcBel Polytech Inc.,API-5651A-SERIES,ATX12V,650,0.8579,0.899,0.9134,0.8885,Gold,20/01/2020
AcBel Polytech Inc.,API-5451B-SERIES,ATX12V,450,0.7716,0.8288,0.8636,0.8482,Bronze,20/01/2020
AcBel Polytech Inc.,API-5651B-SERIES,ATX12V,650,0.781,0.8396,0.8629,0.8415,Bronze,20/01/2020
Lenovo,PA-1261-7,Custom,260,0.9102,0.9304,0.9255,0.892,Platinum,14/01/2020
"HP, Inc.",PA-5501-2HA,Custom,500,0.8997,0.9249,0.9261,0.8941,Platinum,14/01/2020
LDLC.com,ALTYK B500NM,ATX12V,500,0.8048,0.8553,0.8683,0.8359,Bronze,14/01/2020
LDLC.com,ALTYK B350NM,ATX12V,350,0.7696,0.8331,0.8608,0.8383,Bronze,14/01/2020
"HP, Inc.",D19-210P1A,Custom,210,0.8864,0.9168,0.9305,0.9031,Platinum,13/01/2020
"HP, Inc.",D19-260P1A,Custom,260,0.8959,0.9161,0.9262,0.8972,Platinum,13/01/2020
EVGA,EVGA 700 GD,ATX12V,700,0.8724,0.9068,0.9129,0.8845,Gold,13/01/2020
Channel Well Technology Co.,GPF400P,TFX,400,0.8018,0.8517,0.8736,0.8358,Bronze,10/01/2020
COLETEK,PS-G500B,ATX12V,500,0.7712,0.8368,0.862,0.8389,Bronze,10/01/2020
COLETEK,PS-G600B,ATX12V,600,0.8357,0.8735,0.8759,0.8424,Bronze,10/01/2020
EZMAX Electronic Limited,EZ8828D-300,ATX12V,300,0.8272,0.8848,0.9111,0.8895,Gold,10/01/2020
"JOONGANG SYSTEM CO., Ltd",PM 400W,TFX,400,0.8018,8.517,0.8736,0.8358,Bronze,10/01/2020
EVGA,EVGA 650 GD,ATX12V,650,0.8727,0.9054,0.9095,0.8821,Gold,10/01/2020
Dell,HU200EBS-00,Other,200,0.8108,0.8407,0.8605,0.8257,Bronze,10/01/2020
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",TF750,ATX12V,750,0.881,0.9113,0.9252,0.9029,Platinum,09/01/2020
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",TF850,ATX12V,850,0.8856,0.9153,0.9249,0.8986,Platinum,09/01/2020
"HP, Inc.",D19-700P1A,Custom,700,0.9044,0.9245,0.9269,0.9004,Platinum,09/01/2020
Forgame,RPO600,ATX12V,600,0.7886,0.8406,0.8541,0.8205,Bronze,08/01/2020
Forgame,RPO700,ATX12V,700,0.7973,0.8492,0.8588,0.8195,Standard,08/01/2020
Forgame,RPO500,ATX12V,500,0.7528,0.8143,0.8417,0.8171,Standard,08/01/2020
Be Quiet,E11-PT-650W,"ATX12V, EPS12V",650,0.8765,0.9146,0.9268,0.9035,Platinum,08/01/2020
"High Power Electric Co., Ltd.",HP1-J700GD-F12S(C),ATX12V,700,0.8639,0.9039,0.9146,0.8913,Gold,07/01/2020
Be Quiet,E11-PT-750W,"ATX12V, EPS12V",750,0.8879,0.9207,0.93,0.9024,Platinum,07/01/2020
Be Quiet,E11-PT-550W,"ATX12V, EPS12V",550,0.8697,0.91,0.9248,0.9032,Platinum,07/01/2020
Dell,L200EBS-00,SFF,200,0.815,0.8611,0.8756,0.8497,Bronze,06/01/2020
Fujitsu,S26113-E640-V51-01,Custom,180,0.8312,0.8663,0.8652,0.8466,Bronze,03/01/2020
"HP, Inc.",D19-310P2A,Custom,310,0.8823,0.9109,0.9225,0.8927,Platinum,02/01/2020
Arlt Computer-Produkte GmbH,P850G,ATX12V,850,0.8793,0.9115,0.9122,0.8781,Gold,20/12/2019
CSL Computer GmbH & Co. KG,PB850M,ATX12V,850,0.8793,0.9115,0.9122,0.8781,Gold,20/12/2019
"IGUJU Co., LTD.",GF-850,ATX12V,850,0.8793,0.9115,0.9122,0.8781,Gold,20/12/2019
Montech,CENTURY850,ATX12V,850,0.8793,0.9115,0.9122,0.8781,Gold,20/12/2019
"Beijing Deepcool Industries Co., Ltd.",DQ850-M-V2L,ATX12V,850,0.8793,0.9115,0.9122,0.8781,Gold,20/12/2019
Channel Well Technology Co.,GPX850S,ATX12V,850,0.8793,0.9115,0.9122,0.8781,Gold,20/12/2019
Channel Well Technology Co.,GPH500M-B,SFX,500,0.7893,0.8505,0.8711,0.8325,Bronze,20/12/2019
Arlt Computer-Produkte GmbH,P750G,ATX12V,750,0.8664,0.904,0.9121,0.8769,Gold,19/12/2019
Chieftronic,GPX-750FC,ATX12V,750,0.8664,0.904,0.9121,0.8769,Gold,19/12/2019
"IGUJU Co., LTD.",GF-750,ATX12V,750,0.8664,0.904,0.9121,0.8769,Gold,19/12/2019
"Beijing Deepcool Industries Co., Ltd.",DQ750-M-V2L,ATX12V,750,0.8664,0.904,0.9121,0.8769,Gold,19/12/2019
Channel Well Technology Co.,GPX750S,ATX12V,750,0.8664,0.904,0.9121,0.8769,Gold,19/12/2019
"Dongguan Chenming Electronic Co., Ltd.",ATX-PC650-G,ATX12V,650,0.8658,0.9136,0.9202,0.8973,Platinum,19/12/2019
Lenovo,PA-2181-5,ATX12V,180,0.8189,0.8645,0.8593,0.8229,Bronze,19/12/2019
"Tecnomall Technology Co., Ltd.",EP-600B-RGB,ATX12V,600,0.8011,0.8506,0.869,0.8509,Bronze,18/12/2019
"Tecnomall Technology Co., Ltd.",EP-400B-RGB,ATX12V,400,0.7765,0.8331,0.8677,0.8577,Bronze,18/12/2019
"Tecnomall Technology Co., Ltd.",EP-500B-RGB,ATX12V,500,0.7981,0.8453,0.8717,0.8569,Bronze,18/12/2019
"Oki Techno Power Systems Co., Ltd.",SPW-H350A,Custom,350,0.79,0.8557,0.8872,0.8809,Silver,17/12/2019
Textorm,TX650M+,ATX12V,650,0.8014,0.8506,0.8667,0.8295,Bronze,17/12/2019
"HP, Inc.",DPS-750AB-40 D,Custom,750,0.8769,0.9112,0.9244,0.9,Platinum,16/12/2019
